wconfid,pctid,y,z,time
1,25,-0.012,-0.121,0 days 01:36:48
1,25,-0.145,-0.16,0 days 01:36:49
1,25,0.07,-0.121,0 days 01:36:50
1,25,0.02,-0.121,0 days 01:36:51
1,25,0.133,-0.16,0 days 01:36:52
1,25,0.055,-0.117,0 days 01:36:53
1,25,-0.043,-0.133,0 days 01:36:54
1,25,0.059,-0.133,0 days 01:36:55
1,25,-0.09,-0.137,0 days 01:36:56
1,25,-0.023,-0.145,0 days 01:36:57
1,25,-0.063,-0.109,0 days 01:36:58
1,25,0.105,-0.117,0 days 01:36:59
1,25,0.031,-0.113,0 days 01:37:00
1,25,-0.059,-0.113,0 days 01:37:01
1,25,-0.133,-0.148,0 days 01:37:02
1,25,0.035,-0.133,0 days 01:37:03
1,25,-0.074,-0.125,0 days 01:37:04
1,25,-0.039,-0.145,0 days 01:37:05
1,25,0.063,-0.137,0 days 01:37:06
1,25,-0.031,-0.117,0 days 01:37:07
1,25,-0.125,-0.156,0 days 01:37:08
1,25,0.09,-0.137,0 days 01:37:09
1,25,0.0,-0.121,0 days 01:37:10
1,25,0.125,-0.129,0 days 01:37:11
1,25,0.055,-0.125,0 days 01:37:12
1,25,-0.074,-0.141,0 days 01:37:13
1,25,-0.094,-0.105,0 days 01:37:14
1,25,0.027,-0.125,0 days 01:37:15
1,25,-0.07,-0.145,0 days 01:37:16
1,25,-0.063,-0.117,0 days 01:37:17
1,25,0.07,-0.113,0 days 01:37:18
1,25,-0.051,-0.156,0 days 01:37:19
1,25,-0.039,-0.125,0 days 01:37:20
1,25,0.113,-0.109,0 days 01:37:21
1,25,-0.016,-0.141,0 days 01:37:22
1,25,-0.07,-0.117,0 days 01:37:23
1,25,0.113,-0.121,0 days 01:37:24
1,25,0.027,-0.148,0 days 01:37:25
1,25,0.094,-0.117,0 days 01:37:26
1,25,0.059,-0.129,0 days 01:37:27
1,25,-0.008,-0.117,0 days 01:37:28
1,25,-0.148,-0.125,0 days 01:37:29
1,25,0.082,-0.133,0 days 01:37:30
1,25,0.023,-0.125,0 days 01:37:31
1,25,-0.07,-0.145,0 days 01:37:32
1,25,-0.051,-0.113,0 days 01:37:33
1,25,0.031,-0.117,0 days 01:37:34
1,25,-0.066,-0.148,0 days 01:37:35
1,25,-0.082,-0.121,0 days 01:37:36
1,25,0.008,-0.117,0 days 01:37:37
1,25,0.129,-0.152,0 days 01:37:38
1,25,0.105,-0.117,0 days 01:37:39
1,25,0.004,-0.148,0 days 01:37:40
1,25,-0.066,-0.121,0 days 01:37:41
1,25,-0.043,-0.121,0 days 01:37:42
1,25,0.031,-0.148,0 days 01:37:43
1,25,-0.063,-0.125,0 days 01:37:44
1,25,-0.102,-0.133,0 days 01:37:45
1,25,0.074,-0.141,0 days 01:37:46
1,25,-0.035,-0.129,0 days 01:37:47
1,25,-0.148,-0.141,0 days 01:37:48
1,25,0.082,-0.129,0 days 01:37:49
1,25,-0.016,-0.113,0 days 01:37:50
1,25,-0.152,-0.164,0 days 01:37:51
1,25,0.063,-0.137,0 days 01:37:52
1,25,-0.027,-0.133,0 days 01:37:53
1,25,-0.105,-0.148,0 days 01:37:54
1,25,0.117,-0.125,0 days 01:37:55
1,25,0.027,-0.121,0 days 01:37:56
1,25,0.09,-0.105,0 days 01:37:57
1,25,0.082,-0.109,0 days 01:37:58
1,25,-0.039,-0.148,0 days 01:37:59
1,25,-0.063,-0.117,0 days 01:38:00
1,25,0.113,-0.117,0 days 01:38:01
1,25,0.004,-0.152,0 days 01:38:02
1,25,-0.078,-0.133,0 days 01:38:03
1,25,-0.105,-0.145,0 days 01:38:04
1,25,0.035,-0.137,0 days 01:38:05
1,25,0.094,-0.121,0 days 01:38:06
1,25,0.082,-0.141,0 days 01:38:07
1,25,-0.004,-0.105,0 days 01:38:08
1,25,0.055,-0.121,0 days 01:38:09
1,25,-0.043,-0.125,0 days 01:38:10
1,25,0.031,-0.117,0 days 01:38:11
1,25,-0.07,-0.145,0 days 01:38:12
1,25,-0.063,-0.094,0 days 01:38:13
1,25,0.059,-0.129,0 days 01:38:14
1,25,-0.074,-0.145,0 days 01:38:15
1,25,-0.098,-0.121,0 days 01:38:16
1,25,0.043,-0.125,0 days 01:38:17
1,25,-0.07,-0.152,0 days 01:38:18
1,25,-0.023,-0.117,0 days 01:38:19
1,25,0.086,-0.121,0 days 01:38:20
1,25,-0.027,-0.148,0 days 01:38:21
1,25,-0.063,-0.117,0 days 01:38:22
1,25,0.086,-0.098,0 days 01:38:23
1,25,0.047,-0.121,0 days 01:38:24
1,25,0.082,-0.121,0 days 01:38:25
1,25,0.105,-0.137,0 days 01:38:26
1,25,-0.023,-0.121,0 days 01:38:27
1,25,-0.145,-0.125,0 days 01:38:28
1,25,0.039,-0.137,0 days 01:38:29
1,25,0.012,-0.117,0 days 01:38:30
1,25,-0.133,-0.16,0 days 01:38:31
1,25,-0.043,-0.113,0 days 01:38:32
1,25,0.02,-0.121,0 days 01:38:33
1,25,-0.004,-0.125,0 days 01:38:34
1,25,-0.074,-0.121,0 days 01:38:35
1,25,0.055,-0.125,0 days 01:38:36
1,25,0.113,-0.148,0 days 01:38:37
1,25,0.102,-0.113,0 days 01:38:38
1,25,0.039,-0.121,0 days 01:38:39
1,25,-0.059,-0.125,0 days 01:38:40
1,25,-0.137,-0.152,0 days 01:38:41
1,25,0.031,-0.133,0 days 01:38:42
1,25,-0.059,-0.141,0 days 01:38:43
1,25,-0.047,-0.129,0 days 01:38:44
1,25,0.066,-0.141,0 days 01:38:45
1,25,-0.047,-0.129,0 days 01:38:46
1,25,-0.121,-0.141,0 days 01:38:47
1,25,0.086,-0.133,0 days 01:38:48
1,25,-0.02,-0.113,0 days 01:38:49
1,25,-0.145,-0.16,0 days 01:38:50
1,25,0.07,-0.129,0 days 01:38:51
1,25,0.004,-0.113,0 days 01:38:52
1,25,0.145,-0.117,0 days 01:38:53
1,25,0.004,-0.109,0 days 01:38:54
1,25,-0.07,-0.152,0 days 01:38:55
1,25,-0.074,-0.121,0 days 01:38:56
1,25,0.07,-0.121,0 days 01:38:57
1,25,-0.055,-0.16,0 days 01:38:58
1,25,-0.039,-0.121,0 days 01:38:59
1,25,0.098,-0.117,0 days 01:39:00
1,25,-0.023,-0.141,0 days 01:39:01
1,25,-0.066,-0.121,0 days 01:39:02
1,25,0.109,-0.109,0 days 01:39:03
1,25,0.008,-0.145,0 days 01:39:04
1,25,0.102,-0.125,0 days 01:39:05
1,25,0.066,-0.125,0 days 01:39:06
1,25,-0.008,-0.121,0 days 01:39:07
1,25,0.086,-0.117,0 days 01:39:08
1,25,-0.012,-0.133,0 days 01:39:09
1,25,0.023,-0.113,0 days 01:39:10
1,25,-0.086,-0.152,0 days 01:39:11
1,25,-0.051,-0.109,0 days 01:39:12
1,25,0.035,-0.125,0 days 01:39:13
1,25,-0.066,-0.148,0 days 01:39:14
1,25,-0.078,-0.117,0 days 01:39:15
1,25,0.039,-0.125,0 days 01:39:16
1,25,-0.086,-0.152,0 days 01:39:17
1,25,-0.082,-0.117,0 days 01:39:18
1,25,0.055,-0.113,0 days 01:39:19
1,25,-0.063,-0.156,0 days 01:39:20
1,25,-0.051,-0.121,0 days 01:39:21
1,25,0.082,-0.129,0 days 01:39:22
1,25,-0.012,-0.141,0 days 01:39:23
1,25,-0.066,-0.125,0 days 01:39:24
1,25,0.113,-0.117,0 days 01:39:25
1,25,0.031,-0.113,0 days 01:39:26
1,25,0.094,-0.109,0 days 01:39:27
1,25,0.086,-0.137,0 days 01:39:28
1,25,-0.02,-0.117,0 days 01:39:29
1,25,-0.156,-0.121,0 days 01:39:30
1,25,0.063,-0.121,0 days 01:39:31
1,25,0.0,-0.125,0 days 01:39:32
1,25,0.156,-0.145,0 days 01:39:33
1,25,0.043,-0.125,0 days 01:39:34
1,25,-0.074,-0.156,0 days 01:39:35
1,25,0.086,-0.117,0 days 01:39:36
1,25,-0.074,-0.109,0 days 01:39:37
1,25,-0.051,-0.148,0 days 01:39:38
1,25,0.109,-0.129,0 days 01:39:39
1,25,-0.109,-0.141,0 days 01:39:40
1,25,0.004,-0.141,0 days 01:39:41
1,25,-0.066,-0.121,0 days 01:39:42
1,25,-0.117,-0.137,0 days 01:39:43
1,25,0.016,-0.148,0 days 01:39:44
1,25,-0.09,-0.125,0 days 01:39:45
1,25,-0.066,-0.16,0 days 01:39:46
1,25,0.027,-0.141,0 days 01:39:47
1,25,-0.035,-0.117,0 days 01:39:48
1,25,-0.125,-0.148,0 days 01:39:49
1,25,0.066,-0.137,0 days 01:39:50
1,25,-0.016,-0.133,0 days 01:39:51
1,25,-0.133,-0.152,0 days 01:39:52
1,25,0.031,-0.129,0 days 01:39:53
1,25,0.035,-0.125,0 days 01:39:54
1,25,0.152,-0.121,0 days 01:39:55
1,25,0.023,-0.129,0 days 01:39:56
1,25,-0.102,-0.152,0 days 01:39:57
1,25,-0.051,-0.129,0 days 01:39:58
1,25,0.063,-0.113,0 days 01:39:59
1,30,0.027,-0.145,0 days 01:40:00
1,30,0.066,-0.137,0 days 01:40:01
1,30,-0.008,-0.117,0 days 01:40:02
1,30,0.008,-0.145,0 days 01:40:03
1,30,-0.004,-0.102,0 days 01:40:04
1,30,0.016,-0.113,0 days 01:40:05
1,30,-0.043,-0.148,0 days 01:40:06
1,30,-0.02,-0.117,0 days 01:40:07
1,30,0.02,-0.121,0 days 01:40:08
1,30,-0.059,-0.137,0 days 01:40:09
1,30,-0.047,-0.113,0 days 01:40:10
1,30,0.043,-0.117,0 days 01:40:11
1,30,-0.059,-0.148,0 days 01:40:12
1,30,-0.047,-0.113,0 days 01:40:13
1,30,0.066,-0.109,0 days 01:40:14
1,30,-0.055,-0.152,0 days 01:40:15
1,30,-0.055,-0.109,0 days 01:40:16
1,30,0.07,-0.125,0 days 01:40:17
1,30,-0.035,-0.141,0 days 01:40:18
1,30,-0.074,-0.113,0 days 01:40:19
1,30,0.051,-0.113,0 days 01:40:20
1,30,0.074,-0.145,0 days 01:40:21
1,30,0.09,-0.117,0 days 01:40:22
1,30,0.012,-0.125,0 days 01:40:23
1,30,-0.027,-0.109,0 days 01:40:24
1,30,-0.152,-0.164,0 days 01:40:25
1,30,0.055,-0.148,0 days 01:40:26
1,30,0.0,-0.113,0 days 01:40:27
1,30,0.129,-0.156,0 days 01:40:28
1,30,0.023,-0.121,0 days 01:40:29
1,30,-0.078,-0.16,0 days 01:40:30
1,30,0.133,-0.117,0 days 01:40:31
1,30,-0.043,-0.121,0 days 01:40:32
1,30,-0.055,-0.152,0 days 01:40:33
1,30,0.09,-0.113,0 days 01:40:34
1,30,-0.078,-0.145,0 days 01:40:35
1,30,-0.051,-0.152,0 days 01:40:36
1,30,-0.043,-0.125,0 days 01:40:37
1,30,0.07,-0.105,0 days 01:40:38
1,30,-0.023,-0.156,0 days 01:40:39
1,30,-0.008,-0.129,0 days 01:40:40
1,30,0.07,-0.133,0 days 01:40:41
1,30,0.02,-0.141,0 days 01:40:42
1,30,-0.043,-0.113,0 days 01:40:43
1,30,-0.133,-0.145,0 days 01:40:44
1,30,0.012,-0.129,0 days 01:40:45
1,30,-0.039,-0.113,0 days 01:40:46
1,30,-0.152,-0.152,0 days 01:40:47
1,30,0.039,-0.129,0 days 01:40:48
1,30,0.035,-0.113,0 days 01:40:49
1,30,0.129,-0.129,0 days 01:40:50
1,30,0.023,-0.125,0 days 01:40:51
1,30,-0.094,-0.16,0 days 01:40:52
1,30,-0.055,-0.125,0 days 01:40:53
1,30,0.035,-0.117,0 days 01:40:54
1,30,-0.082,-0.152,0 days 01:40:55
1,30,-0.031,-0.133,0 days 01:40:56
1,30,0.047,-0.125,0 days 01:40:57
1,30,-0.059,-0.148,0 days 01:40:58
1,30,-0.031,-0.113,0 days 01:40:59
1,30,0.078,-0.117,0 days 01:41:00
1,30,-0.043,-0.148,0 days 01:41:01
1,30,-0.051,-0.109,0 days 01:41:02
1,30,0.078,-0.125,0 days 01:41:03
1,30,0.035,-0.113,0 days 01:41:04
1,30,0.066,-0.109,0 days 01:41:05
1,30,0.074,-0.141,0 days 01:41:06
1,30,-0.02,-0.129,0 days 01:41:07
1,30,-0.137,-0.117,0 days 01:41:08
1,30,0.063,-0.133,0 days 01:41:09
1,30,-0.008,-0.117,0 days 01:41:10
1,30,-0.148,-0.121,0 days 01:41:11
1,30,0.063,-0.117,0 days 01:41:12
1,30,0.008,-0.125,0 days 01:41:13
1,30,0.125,-0.141,0 days 01:41:14
1,30,0.035,-0.117,0 days 01:41:15
1,30,-0.063,-0.16,0 days 01:41:16
1,30,0.09,-0.121,0 days 01:41:17
1,30,-0.059,-0.109,0 days 01:41:18
1,30,-0.059,-0.152,0 days 01:41:19
1,30,0.078,-0.129,0 days 01:41:20
1,30,-0.098,-0.148,0 days 01:41:21
1,30,-0.027,-0.156,0 days 01:41:22
1,30,0.102,-0.117,0 days 01:41:23
1,30,-0.113,-0.125,0 days 01:41:24
1,30,0.035,-0.129,0 days 01:41:25
1,30,-0.059,-0.125,0 days 01:41:26
1,30,-0.121,-0.148,0 days 01:41:27
1,30,0.016,-0.148,0 days 01:41:28
1,30,-0.063,-0.113,0 days 01:41:29
1,30,-0.074,-0.133,0 days 01:41:30
1,30,0.031,-0.145,0 days 01:41:31
1,30,-0.035,-0.113,0 days 01:41:32
1,30,-0.09,-0.141,0 days 01:41:33
1,30,0.055,-0.168,0 days 01:41:34
1,30,0.039,-0.141,0 days 01:41:35
1,30,0.102,-0.125,0 days 01:41:36
1,30,0.023,-0.113,0 days 01:41:37
1,30,-0.027,-0.148,0 days 01:41:38
1,30,-0.043,-0.148,0 days 01:41:39
1,30,0.051,-0.109,0 days 01:41:40
1,30,-0.078,-0.156,0 days 01:41:41
1,30,-0.047,-0.113,0 days 01:41:42
1,30,-0.004,-0.129,0 days 01:41:43
1,30,-0.07,-0.129,0 days 01:41:44
1,30,0.109,-0.141,0 days 01:41:45
1,30,0.055,-0.121,0 days 01:41:46
1,30,-0.051,-0.137,0 days 01:41:47
1,30,-0.031,-0.125,0 days 01:41:48
1,30,0.074,-0.109,0 days 01:41:49
1,30,-0.043,-0.145,0 days 01:41:50
1,30,-0.051,-0.109,0 days 01:41:51
1,30,0.094,-0.117,0 days 01:41:52
1,30,0.008,-0.16,0 days 01:41:53
1,30,0.074,-0.129,0 days 01:41:54
1,30,0.059,-0.145,0 days 01:41:55
1,30,-0.023,-0.117,0 days 01:41:56
1,30,-0.129,-0.117,0 days 01:41:57
1,30,0.063,-0.117,0 days 01:41:58
1,30,-0.02,-0.109,0 days 01:41:59
1,30,-0.125,-0.148,0 days 01:42:00
1,30,0.094,-0.125,0 days 01:42:01
1,30,0.031,-0.121,0 days 01:42:02
1,30,0.074,-0.164,0 days 01:42:03
1,30,0.063,-0.121,0 days 01:42:04
1,30,-0.043,-0.148,0 days 01:42:05
1,30,0.113,-0.121,0 days 01:42:06
1,30,-0.098,-0.105,0 days 01:42:07
1,30,0.016,-0.137,0 days 01:42:08
1,30,-0.074,-0.105,0 days 01:42:09
1,30,-0.102,-0.145,0 days 01:42:10
1,30,-0.004,-0.141,0 days 01:42:11
1,30,-0.039,-0.105,0 days 01:42:12
1,30,0.059,-0.121,0 days 01:42:13
1,30,0.016,-0.184,0 days 01:42:14
1,30,-0.008,-0.141,0 days 01:42:15
1,30,-0.121,-0.141,0 days 01:42:16
1,30,0.059,-0.148,0 days 01:42:17
1,30,-0.039,-0.113,0 days 01:42:18
1,30,-0.141,-0.141,0 days 01:42:19
1,30,0.051,-0.109,0 days 01:42:20
1,30,-0.004,-0.109,0 days 01:42:21
1,30,-0.121,-0.148,0 days 01:42:22
1,30,0.082,-0.125,0 days 01:42:23
1,30,0.008,-0.109,0 days 01:42:24
1,30,0.082,-0.129,0 days 01:42:25
1,30,0.055,-0.121,0 days 01:42:26
1,30,-0.074,-0.152,0 days 01:42:27
1,30,-0.059,-0.125,0 days 01:42:28
1,30,0.082,-0.109,0 days 01:42:29
1,30,-0.035,-0.145,0 days 01:42:30
1,30,-0.055,-0.121,0 days 01:42:31
1,30,0.043,-0.133,0 days 01:42:32
1,30,-0.004,-0.152,0 days 01:42:33
1,30,-0.07,-0.121,0 days 01:42:34
1,30,0.07,-0.125,0 days 01:42:35
1,30,0.043,-0.129,0 days 01:42:36
1,30,0.0,-0.105,0 days 01:42:37
1,30,0.086,-0.117,0 days 01:42:38
1,30,0.023,-0.109,0 days 01:42:39
1,30,-0.105,-0.152,0 days 01:42:40
1,30,-0.023,-0.105,0 days 01:42:41
1,30,0.02,-0.117,0 days 01:42:42
1,30,-0.113,-0.172,0 days 01:42:43
1,30,-0.043,-0.125,0 days 01:42:44
1,30,0.027,-0.121,0 days 01:42:45
1,30,-0.086,-0.152,0 days 01:42:46
1,30,-0.051,-0.121,0 days 01:42:47
1,30,0.055,-0.113,0 days 01:42:48
1,30,-0.039,-0.148,0 days 01:42:49
1,30,-0.051,-0.117,0 days 01:42:50
1,30,0.059,-0.125,0 days 01:42:51
1,30,0.09,-0.148,0 days 01:42:52
1,30,0.117,-0.113,0 days 01:42:53
1,30,0.023,-0.145,0 days 01:42:54
1,30,-0.059,-0.117,0 days 01:42:55
1,30,-0.02,-0.141,0 days 01:42:56
1,30,0.055,-0.145,0 days 01:42:57
1,30,-0.008,-0.117,0 days 01:42:58
1,30,-0.129,-0.156,0 days 01:42:59
1,30,0.074,-0.141,0 days 01:43:00
1,30,-0.012,-0.121,0 days 01:43:01
1,30,-0.129,-0.117,0 days 01:43:02
1,30,0.055,-0.117,0 days 01:43:03
1,30,0.012,-0.125,0 days 01:43:04
1,30,0.117,-0.145,0 days 01:43:05
1,30,0.031,-0.109,0 days 01:43:06
1,30,-0.078,-0.152,0 days 01:43:07
1,30,-0.023,-0.125,0 days 01:43:08
1,30,0.078,-0.117,0 days 01:43:09
1,30,0.02,-0.141,0 days 01:43:10
1,30,-0.059,-0.129,0 days 01:43:11
1,30,-0.078,-0.133,0 days 01:43:12
1,30,-0.012,-0.145,0 days 01:43:13
1,30,-0.078,-0.121,0 days 01:43:14
1,30,0.059,-0.113,0 days 01:43:15
1,30,-0.012,-0.145,0 days 01:43:16
1,30,-0.027,-0.129,0 days 01:43:17
1,30,0.125,-0.121,0 days 01:43:18
1,30,0.004,-0.141,0 days 01:43:19
1,30,0.059,-0.121,0 days 01:43:20
1,30,0.094,-0.117,0 days 01:43:21
1,30,0.004,-0.121,0 days 01:43:22
1,30,-0.125,-0.141,0 days 01:43:23
1,30,-0.047,-0.105,0 days 01:43:24
1,30,0.012,-0.121,0 days 01:43:25
1,30,-0.105,-0.16,0 days 01:43:26
1,30,-0.035,-0.098,0 days 01:43:27
1,30,0.043,-0.109,0 days 01:43:28
1,30,-0.078,-0.078,0 days 01:43:29
1,30,-0.074,-0.125,0 days 01:43:30
1,30,0.012,-0.098,0 days 01:43:31
1,30,-0.066,-0.152,0 days 01:43:32
1,30,-0.039,-0.129,0 days 01:43:33
1,30,0.055,-0.105,0 days 01:43:34
1,30,-0.063,-0.137,0 days 01:43:35
1,30,-0.039,-0.113,0 days 01:43:36
1,30,0.035,-0.098,0 days 01:43:37
1,30,-0.035,-0.152,0 days 01:43:38
1,30,-0.094,-0.09,0 days 01:43:39
1,30,0.031,-0.141,0 days 01:43:40
1,30,0.074,-0.152,0 days 01:43:41
1,30,0.078,-0.121,0 days 01:43:42
1,30,0.059,-0.125,0 days 01:43:43
1,30,-0.02,-0.109,0 days 01:43:44
1,30,-0.094,-0.148,0 days 01:43:45
1,30,0.074,-0.137,0 days 01:43:46
1,30,-0.004,-0.109,0 days 01:43:47
1,30,-0.117,-0.176,0 days 01:43:48
1,30,0.051,-0.129,0 days 01:43:49
1,30,-0.004,-0.117,0 days 01:43:50
1,30,-0.113,-0.16,0 days 01:43:51
1,30,0.113,-0.203,0 days 01:43:52
1,30,0.023,-0.109,0 days 01:43:53
1,30,0.098,-0.145,0 days 01:43:54
1,30,0.07,-0.117,0 days 01:43:55
1,30,-0.008,-0.133,0 days 01:43:56
1,30,-0.074,-0.105,0 days 01:43:57
1,30,0.066,-0.141,0 days 01:43:58
1,30,-0.02,-0.148,0 days 01:43:59
1,30,-0.121,-0.09,0 days 01:44:00
1,30,0.063,-0.098,0 days 01:44:01
1,30,0.016,-0.137,0 days 01:44:02
1,30,-0.035,-0.109,0 days 01:44:03
1,30,-0.133,-0.164,0 days 01:44:04
1,30,0.02,-0.152,0 days 01:44:05
1,30,0.074,-0.098,0 days 01:44:06
1,30,0.039,-0.137,0 days 01:44:07
1,30,-0.012,-0.121,0 days 01:44:08
1,30,0.059,-0.129,0 days 01:44:09
1,30,-0.027,-0.121,0 days 01:44:10
1,30,0.012,-0.113,0 days 01:44:11
1,30,-0.082,-0.156,0 days 01:44:12
1,30,-0.039,-0.109,0 days 01:44:13
1,30,0.004,-0.125,0 days 01:44:14
1,30,-0.074,-0.141,0 days 01:44:15
1,30,-0.055,-0.129,0 days 01:44:16
1,30,0.051,-0.121,0 days 01:44:17
1,30,-0.07,-0.156,0 days 01:44:18
1,30,-0.051,-0.129,0 days 01:44:19
1,30,0.059,-0.121,0 days 01:44:20
1,30,-0.039,-0.148,0 days 01:44:21
1,30,-0.035,-0.129,0 days 01:44:22
1,30,0.047,-0.121,0 days 01:44:23
1,30,-0.012,-0.133,0 days 01:44:24
1,30,-0.035,-0.152,0 days 01:44:25
1,30,0.094,-0.117,0 days 01:44:26
1,30,0.047,-0.125,0 days 01:44:27
1,30,0.063,-0.117,0 days 01:44:28
1,30,0.07,-0.137,0 days 01:44:29
1,30,-0.016,-0.117,0 days 01:44:30
1,30,-0.141,-0.109,0 days 01:44:31
1,30,0.059,-0.137,0 days 01:44:32
1,30,-0.016,-0.117,0 days 01:44:33
1,30,-0.031,-0.156,0 days 01:44:34
1,30,0.117,-0.129,0 days 01:44:35
1,30,0.027,-0.125,0 days 01:44:36
1,30,0.117,-0.145,0 days 01:44:37
1,30,0.07,-0.109,0 days 01:44:38
1,30,-0.07,-0.078,0 days 01:44:39
1,30,0.121,-0.125,0 days 01:44:40
1,30,-0.07,-0.125,0 days 01:44:41
1,30,0.008,-0.156,0 days 01:44:42
1,30,-0.02,-0.133,0 days 01:44:43
1,30,-0.121,-0.137,0 days 01:44:44
1,30,0.039,-0.105,0 days 01:44:45
1,30,-0.051,-0.113,0 days 01:44:46
1,30,-0.094,-0.141,0 days 01:44:47
1,30,0.035,-0.137,0 days 01:44:48
1,30,-0.023,-0.121,0 days 01:44:49
1,30,-0.105,-0.145,0 days 01:44:50
1,30,0.074,-0.137,0 days 01:44:51
1,30,-0.02,-0.129,0 days 01:44:52
1,30,-0.137,-0.156,0 days 01:44:53
1,30,0.055,-0.129,0 days 01:44:54
1,30,0.023,-0.098,0 days 01:44:55
1,30,0.066,-0.102,0 days 01:44:56
1,30,0.059,-0.113,0 days 01:44:57
1,30,-0.063,-0.148,0 days 01:44:58
1,30,-0.051,-0.137,0 days 01:44:59
1,30,0.063,-0.125,0 days 01:45:00
1,30,-0.043,-0.156,0 days 01:45:01
1,30,-0.074,-0.129,0 days 01:45:02
1,30,0.07,-0.113,0 days 01:45:03
1,30,-0.031,-0.164,0 days 01:45:04
1,30,-0.039,-0.113,0 days 01:45:05
1,30,0.09,-0.109,0 days 01:45:06
1,30,-0.004,-0.168,0 days 01:45:07
1,30,-0.082,-0.16,0 days 01:45:08
1,30,0.0,-0.152,0 days 01:45:09
1,30,0.012,-0.145,0 days 01:45:10
1,30,0.07,-0.117,0 days 01:45:11
1,30,0.074,-0.141,0 days 01:45:12
1,30,-0.004,-0.121,0 days 01:45:13
1,30,-0.109,-0.117,0 days 01:45:14
1,30,0.094,-0.137,0 days 01:45:15
1,30,0.008,-0.105,0 days 01:45:16
1,30,-0.09,-0.141,0 days 01:45:17
1,30,-0.008,-0.125,0 days 01:45:18
1,30,-0.027,-0.016,0 days 01:45:19
1,30,-0.051,-0.129,0 days 01:45:20
1,30,0.121,-0.133,0 days 01:45:21
1,30,0.0,-0.121,0 days 01:45:22
1,30,0.109,-0.168,0 days 01:45:23
1,30,0.078,-0.105,0 days 01:45:24
1,30,-0.016,-0.148,0 days 01:45:25
1,30,0.094,-0.129,0 days 01:45:26
1,30,-0.082,-0.121,0 days 01:45:27
1,30,0.008,-0.145,0 days 01:45:28
1,30,-0.051,-0.117,0 days 01:45:29
1,30,-0.133,-0.156,0 days 01:45:30
1,30,-0.012,-0.137,0 days 01:45:31
1,30,0.098,-0.105,0 days 01:45:32
1,30,-0.07,-0.168,0 days 01:45:33
1,30,0.047,-0.18,0 days 01:45:34
1,30,-0.043,-0.137,0 days 01:45:35
1,30,-0.125,-0.141,0 days 01:45:36
1,30,0.02,-0.133,0 days 01:45:37
1,30,-0.02,-0.109,0 days 01:45:38
1,30,-0.117,-0.148,0 days 01:45:39
1,30,0.113,-0.098,0 days 01:45:40
1,30,0.027,-0.109,0 days 01:45:41
1,30,0.102,-0.125,0 days 01:45:42
1,30,0.066,-0.102,0 days 01:45:43
1,30,-0.051,-0.152,0 days 01:45:44
1,30,-0.082,-0.117,0 days 01:45:45
1,30,0.031,-0.102,0 days 01:45:46
1,30,-0.051,-0.152,0 days 01:45:47
1,30,-0.02,-0.105,0 days 01:45:48
1,30,0.082,-0.117,0 days 01:45:49
1,30,0.02,-0.145,0 days 01:45:50
1,30,0.074,-0.137,0 days 01:45:51
1,30,0.039,-0.148,0 days 01:45:52
1,30,-0.027,-0.129,0 days 01:45:53
1,30,0.086,-0.121,0 days 01:45:54
1,30,0.0,-0.141,0 days 01:45:55
1,30,0.027,-0.117,0 days 01:45:56
1,30,0.09,-0.129,0 days 01:45:57
1,30,0.047,-0.117,0 days 01:45:58
1,30,0.086,-0.141,0 days 01:45:59
1,30,0.074,-0.145,0 days 01:46:00
1,30,0.031,-0.121,0 days 01:46:01
1,30,-0.066,-0.117,0 days 01:46:02
1,30,-0.063,-0.129,0 days 01:46:03
1,30,0.012,-0.137,0 days 01:46:04
1,30,-0.02,-0.105,0 days 01:46:05
1,30,-0.117,-0.141,0 days 01:46:06
1,30,0.023,-0.152,0 days 01:46:07
1,30,-0.031,-0.113,0 days 01:46:08
1,30,-0.113,-0.125,0 days 01:46:09
1,30,0.059,-0.164,0 days 01:46:10
1,30,-0.039,-0.133,0 days 01:46:11
1,30,-0.109,-0.16,0 days 01:46:12
1,30,0.09,-0.145,0 days 01:46:13
1,30,0.008,-0.125,0 days 01:46:14
1,30,0.117,-0.125,0 days 01:46:15
1,30,0.008,-0.117,0 days 01:46:16
1,30,-0.066,-0.16,0 days 01:46:17
1,30,-0.055,-0.113,0 days 01:46:18
1,30,0.066,-0.117,0 days 01:46:19
1,30,-0.043,-0.129,0 days 01:46:20
1,30,-0.055,-0.117,0 days 01:46:21
1,30,0.074,-0.109,0 days 01:46:22
1,30,-0.023,-0.148,0 days 01:46:23
1,30,-0.043,-0.109,0 days 01:46:24
1,30,0.074,-0.113,0 days 01:46:25
1,30,0.012,-0.145,0 days 01:46:26
1,30,0.059,-0.125,0 days 01:46:27
1,30,0.082,-0.141,0 days 01:46:28
1,30,-0.004,-0.113,0 days 01:46:29
1,30,0.078,-0.121,0 days 01:46:30
1,30,0.004,-0.133,0 days 01:46:31
1,30,0.004,-0.137,0 days 01:46:32
1,30,0.074,-0.113,0 days 01:46:33
1,30,0.055,-0.098,0 days 01:46:34
1,30,-0.039,-0.141,0 days 01:46:35
1,30,-0.066,-0.121,0 days 01:46:36
1,30,0.059,-0.117,0 days 01:46:37
1,30,0.051,-0.145,0 days 01:46:38
1,30,0.07,-0.102,0 days 01:46:39
1,30,0.035,-0.152,0 days 01:46:40
1,30,-0.031,-0.055,0 days 01:46:41
1,30,-0.078,-0.129,0 days 01:46:42
